contentsid,title,address,lat,lng,tag,alltag,introduction
CNTS_200000000014992,제주의와인,제주특별자치도 제주시 아라일동 6127,33.4742871,126.5489455,"제주시내, 아라동, 와인샵","제주시내, 아라동, 와인샵",800종이 넘는 다양한 와인을 취급하는 와인샵
CNTS_200000000009077,태성민박,제주특별자치도 제주시 추자면 대서리 157-1,33.9622612,126.2940157,"추자민박,추자투어,추자도,숙소,민박,농어촌민박,음식,계절음식,주차장","추자민박,추자투어,추자도,화장실,무료 WIFI,흡연구역,편의점,카드결제,현금결제,아주 어려움,없음,동반불가능,유료제공,흡연구역제공,식음료장,세탁서비스,없음,운행",태성민박과 여행사를 같이 운영
CNTS_300000000013171,만원으로 초록초록 제주 즐기기,,,,#제주청년서포터즈 #제주청년크리에이터 #청년서포터즈 #비짓제주 #제주관광서포터즈 #제주착한가격 #가성비 #제주도민추천 #초록제주 #제주곶자왈 #제주돌창고 #쉰다리맛집,#제주청년서포터즈 #제주청년크리에이터 #청년서포터즈 #비짓제주 #제주관광서포터즈 #제주착한가격 #가성비 #제주도민추천 #초록제주 #제주곶자왈 #제주돌창고 #쉰다리맛집,"제주하면 떠오르는 색깔은 무엇이 있으세요?8월의 제주의 많은 색깔 중 저는 초록색을 떠올리고 싶은데요. 어디서도 볼 수 없는 초록초록한 제주를 소개하고자 합니다. 초록색은 사람들에게 쉼과 안정감을 주는 색인데요. 사실 저는 초친자입니다 (초록에 미! 친! 자!)  
신이 내린 보물섬, 제주도에서 진짜 초록을 만날 수 있는 곳으로 함께 저와 떠나볼까요? 착한가격으로 초록을 즐길 수 있는 보물같은 곳을 함께 찾으러 떠나봅시다. 제주에서 나고 자란 제가 찐으로 추천하는 가성비 갑, 제주 히든 플레이스를 여러분들께 소개하오니 우리들만의 젊은 감각으로 똑똑하고 기분 좋은 소비를 해보자구요. 그래서 방실방실 웃고 싶은 제주를 함께 만들어봐요."
CNTS_200000000015028,블리핸드메이드,제주특별자치도 제주시 조천읍 신촌리 1374-8,33.5195621,126.6191842,"조천, 신촌리, 소품샵, 원데이클래스, 구체관절인형옷, 재봉틀","조천, 신촌리, 소품샵, 원데이클래스, 구체관절인형옷, 재봉틀",다양한 종류의 구체관절인형이 반기는 소품샵
CNTS_000000000021403,세가름,제주특별자치도 제주시 한경면 신창리 151-2,33.34942,126.18502,"국밥,짬뽕국밥,청국장,음식,순두부찌개,순대국밥,고기국수,돼지국밥,콩나물국밥,모듬국밥,순두부,순대,모둠순대,머리고기","국밥,짬뽕국밥,청국장,음식,순두부찌개,순대국밥,고기국수,돼지국밥,콩나물국밥,모듬국밥,순두부,순대,모둠순대,머리고기,현금결제,카드결제,화장실,아주 어려움",청국장이 유명한 국밥집
CNTS_000000000018680,제주파도소리,제주특별자치도 제주시 구좌읍 하도리 43-1,33.5150151,126.9004638,"민박,숙소,펜션,휴양펜션,바비큐,해수욕장,해변,공공와이파이존","민박,숙소,펜션,휴양펜션,바비큐,해수욕장,해변,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",청정자연지역 명품제주에 걸맞은 친절하고 편안한 숙박시설
CNTS_300000000013480,"지붕 없는 도서관 「작별하지 않는 기억, 4월의 그날」","제주특별자치도 서귀포시 동홍동 298-1, 정방 4·3 희생자 위령공간",33.2457102,126.5721297,#축제 #행사 #봄 #서귀포,#축제 #행사 #봄 #서귀포,"4월 5일 오후 1시에서 5시까지, 서귀포시 정방폭포 위령비 앞에서 야외도서관인 ‘지붕 없는 도서관’ 세 번째 행사가 개최될 예정입니다."
CNTS_300000000013447,서귀포예술의전당 기획공연 개최 및 문화취약계층 무료초청,제주특별자치도 서귀포시 서홍동 551-1,33.2462166,126.550832,"예술, 서귀포, 서귀포예술의전당, 기획공연, 문화취약계층대상 무료","예술, 서귀포, 서귀포예술의전당, 기획공연, 문화취약계층대상 무료",관광객들과 도민이 함께 할 수 있기를 바라며 서귀포예술의전당 기획공연을 개최합니다.   
CNTS_300000000013549,"제주민속촌 수국축제 - 수국 한송이, 기억 한 조각 로망을 대여해드립니다",제주특별자치도 서귀포시 표선면 표선리 40-1,33.3225098,126.8418176,"제주여행, 6월제주축제, 한복체험, 수국축제, 민속체험, 스탬프투어, 민속촌","제주여행, 6월제주축제, 한복체험, 수국축제, 민속체험, 스탬프투어, 민속촌",수국과 전통이 어우러진 제주민속촌에서 여름의 감성과 체험을 즐기는 감성 축제
CNTS_300000000013558,제6회 안덕면 수눌음 수국·헌혈 페스타,제주특별자치도 서귀포시 안덕면 화순리 1961-1,33.257481,126.3305687,"수국, 헌혈, 안덕면, 축제, 버스킹","수국, 헌혈, 안덕면, 축제, 버스킹",수국과 함께하는 수눌음 헌혈 건강문화 나누기
CNTS_300000000013566,"2025 서귀포예술의전당 기획전시 '300년의 시간을 넘나들며: 탐라순력(耽羅巡歷)김남길, 홍진숙 초대전'",제주특별자치도 서귀포시 서홍동 551-1,33.2462166,126.550832,"서귀포예술의전당, 기획전시, 탐라순력, 홍진숙, 300년의 시간을 넘나들며","서귀포예술의전당, 기획전시, 탐라순력, 홍진숙, 300년의 시간을 넘나들며"," 역사학적, 회화사적으로 매우 높은 가치를 지닌 유일한 기록화첩 18세기 탐라순력도와 21세기 탐라순력도를 감상하며 제주를 여행"
CONT_000000000500896,방울풍뎅이 하우스,제주특별자치도 서귀포시 남원읍 위미리 809,33.270103,126.673874,"펜션,휴양펜션,바비큐,독채,주차장,해수욕장,낚시,농어촌민박","펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","남원읍 위미리 바닷가 앞에 위치한 가족, 단체 단위 손님을 위한 독채 펜션"
CNTS_000000000021791,제주올레하우스팬션,제주특별자치도 제주시 구좌읍 행원리 3433-24,33.5341,126.79543,"숙소,pension,휴양펜션,가족,단체여행객,수영장,공공와이파이존","숙소,pension,휴양펜션,가족,단체여행객,수영장,공공와이파이존","행원리 자연속에 위치한 펜션 야외 수영장, 바베큐 구비"
CNTS_300000000013647,제주민속촌 놀멍쉬멍상대회,제주특별자치도 서귀포시 표선면 표선리 40-1,33.3225098,126.8418176,"제주여행, 8월축제, 명상대회, 전통체험, 서귀포여행","제주여행, 8월축제, 명상대회, 전통체험, 서귀포여행", ‘놀멍쉬멍..상’ 다례와 명상이 만나는 고요한 시간의 초대
CNTS_300000000013691,"아트매핑 <I SEA U - 너를 보다, 바다>",제주특별자치도 서귀포시 대정읍 보성리 2476-10 남영 b동110호,33.2797286,126.2767575,"환경예술, 정크아트, 전시, 공연, 아트매핑, 업사이클아트","환경예술, 정크아트, 전시, 공연, 아트매핑, 업사이클아트","대정 유휴공간에서 펼쳐지는 환경예술잔치(전시, 공연)"
CNTS_200000000009477,"술꾼 도시 처녀들 3인방의 제주 원도심 여행기<4화. 제주 여행, 몬딱 좋았수다!>",,,,"부루어리, 전통시장, 야시장, 각재기국, 원도심, 수제맥주, 브루어리, 제주도보리, 감귤, 식도락, 동문시장, 기념품, 특산품, 전갱이, 각재기","부루어리, 전통시장, 야시장, 각재기국, 원도심, 수제맥주, 브루어리, 제주도보리, 감귤, 식도락, 동문시장, 기념품, 특산품, 전갱이, 각재기","원도심 여행 마지막날, 술꾼도시 처녀들 3인방은 제주도여행의 피날레를 어떻게 장식할까?"
CNTS_200000000009126,청정고을민박,제주특별자치도 제주시 추자면 대서리 4-29,33.9642903,126.2929862,"추자민박,추자도민박,상추자항근처민박,상추자도숙소,추자숙소,추자도,숙소,민박,농어촌민박,식당,단체여행객","추자민박,추자도민박,상추자항근처민박,상추자도숙소,추자숙소,추자도,무료 WIFI,화장실,편의점,카드결제,현금결제,없음,동반불가능,유료제공,전체금연,없음,운행안함",추자항에서 걸어서 1분거리인 가까운 민박
CNTS_200000000009095,밀물민박,제주특별자치도 제주시 추자면 영흥리 8-3,33.9567036,126.2969646,"추자슈퍼,추자민박,추자도,숙소,민박,농어촌민박,공공와이파이존,힐링","추자슈퍼,추자민박,추자도,화장실,무료 WIFI,카드결제,현금결제,아주 어려움,없음,동반불가능,유료제공,전체금연,세탁서비스,인터넷,없음,운행",바다뷰가 보이는 민박
CNTS_300000000013508,행복은 웃음이 피어나는 어린이날,제주특별자치도 제주시 구좌읍 송당리 2303-3,33.4435555,126.7785412,"제주, 스누피가든, 어린이날, 행사, 이벤트, 가족","제주, 스누피가든, 어린이날, 행사, 이벤트, 가족","싱그러운 제주의 자연 속, 스누피가든에서 가족과 함께하는 행복한 어린이날을 만나보세요!"
CNTS_300000000013471,성산면세점 그랜드오픈 개점식,제주특별자치도 서귀포시 성산읍 성산리 347-9,33.47256840000001,126.9323378,"제주관광공사, 면세점, 성산면세점, 그랜드오픈, 제주동부, 쇼핑","제주관광공사, 면세점, 성산면세점, 그랜드오픈, 제주동부, 쇼핑","제주 동부의 새로운 쇼핑 명소 탄생, 다양한 혜택과 이벤트 진행"
CNTS_000000000018120,팜힐펜션,제주특별자치도 서귀포시 상예동 766-1,33.2524249,126.3964014,"민박,숙소,휴양펜션,펜션,주차장,휴양콘도,중문관광단지","민박,숙소,휴양펜션,펜션,주차장,휴양콘도,중문관광단지,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",서귀포 중문관광단지 옆에 위치한 이국적인 분위기의 콘도형 펜션
CNTS_300000000013502,에코랜드 플라워 마스크 페스티벌,제주특별자치도 제주시 조천읍 대흘리 1221-1,33.4617075,126.6703845,"제주봄축제, 제주퍼레이드, 제주축제, 제주에코랜드, 플라워마스크","제주봄축제, 제주퍼레이드, 제주축제, 제주에코랜드, 플라워마스크",꽃으로 피어난 상상이 펼쳐지는 에코랜드 플라워마스크 페스티벌
CNTS_200000000014972,책가방,제주특별자치도 제주시 일도이동 1006-73,33.5125427,126.5334052,"제주시내, 동문시장, 서점, 책방, 문구류","제주시내, 동문시장, 서점, 책방, 문구류",'책이 가득한 방'이라는 뜻의 작고 아담한 동네서점
CNTS_000000000022577,바라나시 책골목,제주시 용담1동 406,33.516296,126.515305,"짜이,카페,음료,핸드드립,음식,핸드드립커피,커피,홍차","짜이,카페,음료,핸드드립,음식,핸드드립커피,커피,홍차","낯선곳에서 만나는 인도의 향기, 바라나시 책골목"
CNTS_300000000013041,비젯제주 큐레이터 쿠키런이 간다-① 올여름 제주에서 이어지는 쿠키런의 모험(원도심 with 쿠키런),,,,"여름, 쿠키런, 특별한, 큐레이터, 쿠키런이 간다, 제주여행, 제주, 여름, 여름여행, 컬러풀산지, 목관아야행, 성안올레","여름, 쿠키런, 특별한, 큐레이터, 쿠키런이 간다, 제주여행, 제주, 여름, 여름여행, 컬러풀산지, 목관아야행, 성안올레","올 여름, 제주에서 특별한 여행을 계획하고 계신가요?  '비짓제주 큐레이터 쿠키런'과 함께 여섯 가지 테마 여행을 통해 제주의 매력을 한 껏 느껴보세요. 제주의 캘리포니아 탑동, 입맛이 도는 원도심 입맛도심! 밤에 볼거리가 가득한 제주시 원도심에서 쿠키런과 함께 하는 첫번째 여행 제주에서 이어지는 쿠키런의 모험(원도심 with 쿠키런) 가보자쿠!"
CONT_000000000500993,올리수펜션,제주특별자치도 서귀포시 중문동 2168-6,33.2514303,126.4348243,"펜션,휴양펜션,공공와이파이존,주방기구,자연경관,중문관광단지,힐링쉼터","펜션,휴양펜션,공공와이파이존,주방기구,자연경관,중문관광단지,힐링쉼터,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",중문관광단지 인근에 위치한 깔끔한 펜션
CNTS_000000000018582,환상의짜장,제주특별자치도 서귀포시 대정읍 가파리 589-1,33.119526,126.26718,"짜장면,짬뽕,수타짜장면,음식,해물짜장,해물짬뽕,해물파전,해산물,만두,중식,탕수육,손만두,파전,군만두,해산물모둠","짜장면,짬뽕,수타짜장면,음식,해물짜장,해물짬뽕,해물파전,해산물,만두,중식,탕수육,손만두,파전,군만두,해산물모둠",수타짜장면 해물짬뽕 탕수육 해산물의 맛
CNTS_200000000007813,521 게스트 하우스,제주특별자치도 제주시 애월읍 신엄리 1369-16 521 게스트 하우스,,,"안전인증숙소,숙소,게스트하우스,조식 포함","안전인증숙소,숙소,게스트하우스,조식 포함,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,없음,동반불가능,무료제공,흡연구역제공,인터넷,,",노년 부부가 운영하는 조용한 게스트하우스
CNTS_200000000009089,고려민박,제주특별자치도 제주시 추자면 영흥리 70-2,33.9567036,126.2969646,"추자바비큐장,추자도,숙소,민박,농어촌민박,교통,공공와이파이존,반려동물동반_숙소,반려동물동반입장,반려동물","추자바비큐장,추자도,숙소,민박,농어촌민박,교통,공공와이파이존,반려동물동반_숙소,반려동물동반입장,반려동물,화장실,무료 WIFI,아주 어려움,없음,동반가능,없음,전체금연,세탁서비스,인터넷,바베큐장,없음,운행",고려민박
CNTS_200000000011914,제주의 마을에서 즐기는 힐링투어 <제주로 로캉스 떠나요 2021>,,,,"로캉스,마을여행,로컬,바캉스,머체왓,의귀리,동백마을,하효동,신흥2리","로캉스,마을여행,로컬,바캉스,머체왓,의귀리,동백마을,하효동,신흥2리","제주관광공사는 지금까지 알려지지 않은 제주의 숨겨진 매력을 찾을 수 있는 마을여행 프로그램인 '제주로 로캉스 떠나요'를 운영한다. '로캉스'는 지역을 뜻하는 로컬(Local)과 여행/휴가를 뜻하는 바캉스(Vacance)가 합쳐진 단어로, 지역주민과 함께 다양한 활동과 체험을 통해 농촌마을만의 특별한 매력을 느낄 수 있는 프로그램으로 구성되어있다. 이번에 소개된 머체왓, 의귀리, 동백마을, 하효마을 등 매력넘치고 개성있는 제주마을의 콘텐츠를 통해 코로나19로 지친 일상에서 벗어나, 힐링과 치유, 안식을 느껴보는 시간을 가져보자!"
CNTS_300000000013401,몸도 마음도 건강해지는 2025년 제주,,,,#제주청년서포터즈 #비짓제주 #제주관광서포터즈 #제주착한가격 #가성비 #제주도민추천  #제주겨울 #2025년 #새해 #어른아이책방 #건강식 #도두봉 ,#제주청년서포터즈 #비짓제주 #제주관광서포터즈 #제주착한가격 #가성비 #제주도민추천  #제주겨울 #2025년 #새해 #어른아이책방 #건강식 #도두봉 ,"2025년에는 어떤 걸 꼭 이루고 싶으세요? 새해가 되면 항상 다짐하는 베스트 1. 다이어트 2. 독서 3. 저축 이라고 하는데요. 2025년에는 3가지 모두를 이루기 위해 제주에서 꼭 가봐야할 3곳을 선정했어요. 건강에 좋은 음식을 먹으면서 다이어트도 챙기고, 그동안 읽고 싶었던 책을 읽으며 마음의 양식도 챙기고, 제주에서 바가지 가격이 아닌 가성비 좋은 곳으로 여행하면서 몸도 마음도 건강해지는 2025년을 제주에서부터 시작해보자구요! 제주에서 나고 자란 제가 찐으로 추천하는 가성비 갑, 제주 히든 플레이스를 여러분들께 소개하오니 우리들만의 젊은 감각으로 똑똑하고 기분 좋은 소비를 해보자구요. 그래서 방실방실 웃고 싶은 제주를 함께 만들어봐요."
CNTS_300000000013045,제주여행 큐레이터 쿠키런이 간다-⑤ 여름 제주 여행,,,,"여름, 쿠키런, 특별한, 큐레이터, 쿠키런이간다, 제주여행, 제주, 여름, 여름여행, 어싱, 돌고래명당, 숨은제주, 도민, 피서맛집, 바다, 해변","여름, 쿠키런, 특별한, 큐레이터, 쿠키런이간다, 제주여행, 제주, 여름, 여름여행, 어싱, 돌고래명당, 숨은제주, 도민, 피서맛집, 바다, 해변","올 여름, 제주에서 특별한 여행을 계획하고 계신가요?  '비짓제주 큐레이터 쿠키런'과 함께 여섯 가지 테마 여행을 통해 제주의 매력을 한 껏 느껴보세요. 에메랄드 빛의 해수욕장에서 물놀이와 숨은 제주 해변, 돌고래 명당까지  쿠키런 추천 다섯번째 여름 제주여행으로 여름휴가를 계획해보자쿠!"
