contentsid,title,address,lat,lng,tag,alltag,introduction
CNTS_200000000014126,제주다움을 발견하는 여행 - 럭셔리 트래블 인 제주(익스피리언스편),,,,"체험,럭셔리트래블인제주","체험,럭셔리트래블인제주","럭셔리트래블 인 제주는 코로나19로 인한 글로벌 관광환경의 변화와 달라진 소비자 트렌드에 맞추어 뉴노멀 시대에 적합한 관광 콘텐츠를 제공하고, 고부가 관광을 활성화하기 위한 기반을 조성하고자 기획되었다. 여기서 럭셔리의 의미는 기존의 고급스럽고 호화로운 이미지가 아닌, 제주의 고유성을 바탕으로 발견하고 경험할 수 있는 '유니크함과 영감'을 의미한다. 이러한 유니크함과 영감을 제공할 제주의 음식(고메), 숙소(스테이), 체험(익스피리언스), 지역장인(스페셜티)을 소개한다."
CNTS_200000000011474,[서귀포 건축문화기행] 3코스. 한 잔의 운치를 걸어보자,,,,"휴식/힐링,마을관광,문화관광,건축문화기행,역사유적",휴식/힐링,"서광다원에 가면 차를 관람하고, 차를 체험하고, 차를 즐기는 여러가지 방법이 있다. 단지 차 한잔이 아니라 풍경과 공간 속에 보내는 시간이 스리슬쩍 차와의 좋은 기억을 만든다. 이곳에 있는 4개의 건축물은 여행자를 차의 세계로 이끄는 숨은 조력자이다. "
CNTS_300000000013832,유아 문화예술교육 페스타 ⭐펠롱 펠롱 작은 별⭐,제주특별자치도 서귀포시 중문동 2162 서귀포시 천제연로 164,33.2520485,126.4221724,#문화예술교육 #펠롱펠롱작은별 #아이와함께 #체험형축제,"#문화예술교육 #펠롱펠롱작은별 #아이와함께 #체험형축제,,,단독접근가능,단차없음,장애인 화장실,승강기,쉬움",유아 문화예술교육 페스타 ⭐펠롱 펠롱 작은 별⭐ 프로그램 신청 안내
CNTS_300000000013178,제17회 범도민 안전체험 한마당,제주특별자치도 제주시 도남동 582,33.4916972,126.5229425,"안전, 체험, 소방차, 헬기, 어린이","안전, 체험, 소방차, 헬기, 어린이",다양한 체험을 통해 누구나 쉽게 안전을 배우고 즐길 수 있는 도내 최대의 오감만족 안전축제!
CNTS_200000000009134,신등대민박,제주특별자치도 제주시 추자면 대서리 5-7,33.9632897,126.2976894,"낚시출조,선상관광,갯바당체험,추자도,숙소,민박,농어촌민박,식당","낚시출조,선상관광,갯바당체험,추자도,화장실,무료 WIFI,편의점,카드결제,현금결제,없음,동반불가능,유료제공,전체금연,없음,운행안함",추자항 바로앞 넓은 바다뷰가 펼쳐진 곳
CNTS_200000000015508,제주아세안홀,제주특별자치도 서귀포시 중문동 2571,33.2446048,126.421732,"전시와 행사,제주아세안홀,문화공간","전시와 행사,제주아세안홀,문화공간","한국과 아세안에 대한 이해 증진을 위한 강좌, 워크숍, 체험학습 등 다양한 행사가 진행되는 다목적 공간"
CNTS_300000000012984,2025 제주안전체험관 가정의 달 맞이 행사,제주특별자치도 제주시 애월읍 어음리 41-4,33.3942008,126.3737312,"제주, 제주안전체험관, 어린이날, 안전체험, 가정의달","제주, 제주안전체험관, 어린이날, 안전체험, 가정의달","소방관과 함께하는 안전문화 행사! 어린이날, 안전체험관에서는 우리가 안전히어로!"
CONT_000000000500949,스쿠버스토리,제주특별자치도 서귀포시 동홍동 192-39,33.2663197,126.5671727,"게스트하우스,민박,스쿠버다이빙,단체여행객,주차장,공공와이파이존,교통","게스트하우스,민박,스쿠버다이빙,단체여행객,주차장,공공와이파이존,교통,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,경보 및 피난시설,아주 어려움","스쿠버다이빙 체험 프로그램을 운영하는 게스트하우스이다.
다이빙 자격증 취득 가능하다."
CNTS_000000000019076,해변의집,제주특별자치도 제주시 도두일동 1725,33.508289,126.470821,"휴식,숙소,펜션,휴양펜션,주차장,해안도로,해수욕장,체험,바비큐,찜질방","휴식,숙소,펜션,휴양펜션,주차장,해안도로,해수욕장,체험,바비큐,찜질방,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",용두암과 이호해수욕장사이 해안도로변에 위치한 해변의집 펜션은 주변에 제주해수피아가 있으며 유명먹거리식당도 많이 있습니다.
CONT_000000000500849,라이온힐펜션,제주특별자치도 서귀포시 안덕면 덕수리 236,33.2813513,126.3191078,"팬션,펜션,휴양펜션,독채,단체여행객,바비큐,온돌방,가족,조식 포함,체험,공공와이파이존,계곡,해수욕장,수영장,수상레저","팬션,펜션,휴양펜션,독채,단체여행객,바비큐,온돌방,가족,조식 포함,체험,공공와이파이존,계곡,해수욕장,수영장,수상레저,공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,유도 및 안내시설,아주 어려움,없음",산방산과 송악해변이 아름답게 펼쳐지는 곳
CNTS_300000000013012,2025 제주예술문화축전,제주시 연동 301-15,33.5063429,126.5315162,"다양한체험부스, 어린이사생대회, 제주예술문화축전, 제주예총, 온가족이함께즐겨요","다양한체험부스, 어린이사생대회, 제주예술문화축전, 제주예총, 온가족이함께즐겨요",예술愛 색을 입히다!
CNTS_300000000013807,제주민속촌 추석멩질놀당갑써,제주특별자치도 서귀포시 표선면 표선리 40-1,33.3225098,126.8418176,"제주여행 , 10월축제, 추석이벤트, 전통체험, 서귀포여행, 표선행사, 서귀포축제, 윷놀이대회","제주여행 , 10월축제, 추석이벤트, 전통체험, 서귀포여행, 표선행사, 서귀포축제, 윷놀이대회","윷놀이대회, 랜덤플레이댄스, 어린이 한복대회, 패션쇼, 민속예술 전통공연, 민속놀이 체험 등 다양한 민속문화예술 행사입니다"
CONT_000000000501017,이야기별방,제주특별자치도 제주시 구좌읍 종달리 1407,33.4643125,126.8365625,"펜션,휴양펜션,해수욕장,해변,교통,공공와이파이존,단체여행객,가족,바비큐,해안도로,체험,자연경관,주차장,카페,물품보관서비스","펜션,휴양펜션,해수욕장,해변,교통,공공와이파이존,단체여행객,가족,바비큐,해안도로,체험,자연경관,주차장,카페,물품보관서비스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설","제주도 펜션, 올레 21코스 중간지점이자 하도해수욕장이 바로 보이는 오션뷰를 자랑하는 이야기 별방"
CNTS_300000000013951,내노키카페,제주특별자치도 서귀포시 남원읍 남원리 27,33.2833278,126.7233943,"카페, 수제푸딩, 귤따기체험, 귤밭, 디저트","카페, 수제푸딩, 귤따기체험, 귤밭, 디저트,현금결제,카드결제,무료 WIFI,화장실,카드결제,현금결제,가능",귤밭을 품은 푸딩 전문 디저트 카페 
CNTS_300000000013969,알프스제주,제주특별자치도 서귀포시 표선면 성읍리 475,33.3982708,126.8021819,"승마, 들판, 힐링, 카페, 복합공간","승마, 들판, 힐링, 카페, 복합공간,현금결제,카드결제,무료 WIFI,화장실,현금결제,카드결제,장애인 전용 주차장,어린이 출입가능",아름다운 경치와 함께하는 승마 체험&커피
CNTS_300000000012712,댕댕스위트,제주특별자치도 제주시 애월읍 하귀1리 117-1,33.4865061,126.4145086,"애견간식,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_기타체험","애견간식,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_기타체험,공용주차장,화장실,무료 WIFI","반려동물의 건강하고 활기찬 하루를 위해 수제간식을 제공하는 이곳은 무방부제, 무첨가믈, 무색소에 건강한 재료만을 갖고 직접 만든 수제간식을 판매하는 곳이다."
CONT_000000000500809,나무이야기,제주특별자치도 서귀포시 남원읍 남원리 153-3,33.2808477,126.7166153,"게스트하우스,숙소,민박,오름투어,낚시,체험,온돌방,바비큐,공공와이파이존,해변,편백나무펜션,독채,방갈로숙박촌,농어촌민박","게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,어려움",올래5코스 시작점에 위치한 편백나무와 삼나무 등 나무로 내부 인테리어가 된 곳
CNTS_300000000013878,대한목장,제주특별자치도 서귀포시 남원읍 신례리 1918-1,33.3330338,126.6180657,"서귀포, 목장, 체험, 제주스냅장소, 서귀포카페, 카페","서귀포, 목장, 체험, 제주스냅장소, 서귀포카페, 카페,현금결제,카드결제,화장실,카드결제,현금결제","70년간 숨겨져 있던 섬 속의 섬, 대한목장"
CNTS_300000000013836,2025년 제주마축제,제주특별자치도 제주시 애월읍 유수암리 1206,33.4075219,126.3986485,"제주마축제, 레츠런파크, 한국마사회, 제주승마, 승마체험","제주마축제, 레츠런파크, 한국마사회, 제주승마, 승마체험",한국마사회와 제주특별자치도가 주최하는 지역 대표 승마·말 문화 축제
CNTS_200000000014102,제주술익는집,제주특별자치도 서귀포시 표선면 성읍리 1410-1,33.3849016,126.79391,"쇼핑,럭셔리트래블인제주,이색체험, 전통체험, 전통주, 러닝홀리데이인제주","쇼핑,럭셔리트래블인제주,이색체험, 전통체험, 전통주, 러닝홀리데이인제주,농수산,고소리술 등",30년째 고소리술의 물방울을 살피는 명인
CNTS_200000000015038,데일리스티치,제주특별자치도 제주시 조천읍 함덕리 1255,33.5419995,126.6640605,"조천, 함덕리, 핸드메이드, 에코백, 파우치, 앞치마, 원피스, 인형","조천, 함덕리, 핸드메이드, 에코백, 파우치, 앞치마, 원피스, 인형",함덕 바다에서 살짝 떨어진 조용한 마을에 숨겨진 소품샵
CNTS_200000000015116,제주바이브,제주특별자치도 서귀포시 성산읍 고성리 571,33.4356594,126.9168129,"성산, 소품샵, 핸드메이드소품, 문구류, 장식품","성산, 소품샵, 핸드메이드소품, 문구류, 장식품",옛날 제주돌집에서 만나는 감성소품숍
CNTS_200000000011137,펠롱잡화점,제주특별자치도 제주시 구좌읍 평대리 3346-12,33.5273357,126.8550887,"커플,친구,휴식/힐링,쇼핑,관광기념품,상점/상가","커플,친구,휴식/힐링,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,카드결제,현금결제,,jejugeneralstore comein,농수산,기념품/소품,팩/문구,썬캐쳐,먹거리 기타등등,가능","제주도소품샵중에 최신소품샵 제주기념품을 대표하는 모든것들,펠롱에서만드는 핸드메이드 소품들이 가득한 이 곳"
CNTS_200000000015114,하루애제주,제주특별자치도 제주시 한경면 조수리 1644,33.3291135,126.2213991,쇼핑,쇼핑,핸드메이드 라탄제품 전문 소품샵
CNTS_300000000013031,"신석기시대 첫 사람, 제주 선샤인",제주특별자치도 제주시 한경면 고산리 3650-1,33.304205,126.1662959,"세계유산본부,국가유산청,제주고산리,고산리유적,제주축제","세계유산본부,국가유산청,제주고산리,고산리유적,제주축제","고산리 트레킹, 교육체험, 캠핑 등 복합행사를 통해 제주 고산리 유적과 국가유산을 이해하고 가치를 알아가는 프로그램"
CNTS_200000000015071,향기다움제주,제주특별자치도 서귀포시 표선면 표선리 2059-8,33.3291863,126.8237462,"서귀포, 표선, 공방, 소품샵, 향수","서귀포, 표선, 공방, 소품샵, 향수",단 하나뿐인 나의 향기를 찾아내는 곳
CNTS_300000000013673,키프터치,제주특별자치도 제주시 용담일동 2828-1 1층 키프터치,,," 제주터미널, 제주종합경기장, 삼도동, 제주시, 제주소품샵, 제주원데이클래스, 제주기념품, 터프팅, 공항근처"," 제주터미널, 제주종합경기장, 삼도동, 제주시, 제주소품샵, 제주원데이클래스, 제주기념품, 터프팅, 공항근처,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,,,쉬움,브랜드,,가능",터프팅 원데이 클래스 및 핸드메이드 소품샵
CNTS_200000000013589,건강한 제주를 만드는 꿀TIP! <친환경 제주여행>,,,,"부모,커플,혼자,친구,아이,맑음,흐림,체험관광,쇼핑,사계절","부모,커플,혼자,친구,아이,맑음,흐림,체험관광,쇼핑,사계절","여행에서 가장 중요한 것은 무엇일까. 그 순간을 추억할 수 있는 사진? 그곳에서만 먹을 수 있는 먹거리? 여행지를 떠오르게 하는 기념품? 능동적으로 나만의 경험을 만들어가는 모든 것이 중요한 여행이지만, 지금 가장 중요한 것은 환경을 지키는 가치 여행이 아닐까. 지금 우리가 한눈에 반한 푸르고 반짝이는 제주를 지키며 환경에 도움 되는 여행을 만들고 싶다면 지금 이 코스에 주목하라. 조금 불편하지만 즐거운 친환경 여행, 같이 떠나볼까? "
CNTS_300000000013954,다이브랜드,제주특별자치도 서귀포시 보목동 533,33.2408092,126.605944,"스킨스쿠버, 체험, 다이빙, 바다, 액티비티","스킨스쿠버, 체험, 다이빙, 바다, 액티비티,무료 WIFI,화장실",서귀포 앞바다에서 즐기는 스쿠버 다이빙
CNTS_300000000015874,서프서프,제주특별자치도 제주시 구좌읍 월정리 4-1,33.5553336,126.7966229,"구좌읍, 월정리, 서핑, 이색체험","구좌읍, 월정리, 서핑, 이색체험,실외,중,3시간 이상",입문자에게 딱 맞는 월정 서핑체험
CONT_000000000500572,제주쥬티클럽,제주특별자치도 서귀포시 성산읍 고성리 206-7,33.4445754,126.9095025,"커플,친구,액티비티,해변,체험,레저/체험,수상레저,어트랙션","커플,친구,액티비티,해변,체험,레저/체험,수상레저,어트랙션",윈드서핑&카이트서핑&패들보드 체험/강습/렌탈
CNTS_000000000022933,가족들과 즐거운 스킨십 <제주와 더 가까워지는 제주마을 & 생태체험>,,0.0,0.0,"체험관광,아이,봄","체험관광,아이,봄","청정 제주가 주는 선물을 오롯이 느끼고자 한다면 농촌체험마을로 떠나보자. 제주 곳곳, 자연생태 우수마을이 이색 생태체험과 힐링 프로그램을 갖고 사람들을 기다리고 있다. 곶자왈이 있는 자연의 숲도 좋고 바릇잡이, 낚시 등을 할 수 있는 바다도 좋다. 얕은 바다에서 아이들이 즐기면서 배움을 얻는 동안 어른들도 못지 않게 신나는 시간을 보낼 수 있다."
CNTS_200000000010293,제주도공방노꼬메,제주특별자치도 제주시 건입동 1043-2,33.5157071,126.5368837,"공방,구제주,체험프로그램,체험,쇼핑,상점/상가,어트랙션","공방,구제주,체험프로그램,체험,쇼핑,상점/상가,어트랙션,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,카드결제,현금결제,재난지원금 ,문화누리카드 ,,실내,중,,1~2시간",다양한 핸드메이드 공예를 체험을 할수 있는 공간 
CNTS_300000000013798,쏙인제주,제주특별자치도 제주시 한경면 용수리 638-1 1층 ,,,"자쿠지,핫텁,휴식,야외 온수 욕조","자쿠지,핫텁,휴식,야외 온수 욕조,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,,실내+실외,하,체험,유아시설,물놀이,,1~2시간","야외 온수 욕조(자쿠지)에서 몸을 담그며 휴식을 취할 수 있는 프리미엄 ""핫텁"" 이색 체험 관광지 입니다. 핫텁 뿐만 아니라 야외 바베큐 파티, 카페, 공간 대여 등도 가능합니다."
CNTS_300000000015841,라니멜레,제주특별자치도 제주시 조천읍 함덕리 1752-2,33.5309839,126.6658826,"함덕, 우쿨렐레, 이색체험","함덕, 우쿨렐레, 이색체험,실내,중,1~2시간",하와이 우쿨렐레를 쉽고 재밌게 체험하는 곳
CNTS_300000000012917,제주은빌레 휴양펜션,제주특별자치도 서귀포시 남원읍 의귀리 794,33.3116589,126.7167925,"후양펜션,가족펜션,감귤체험,바베큐장,조식제공,안전여행스탬프","후양펜션,가족펜션,감귤체험,바베큐장,조식제공,안전여행스탬프,공용주차장,편의점,없음,유료제공,세미나실,바베큐장,인터넷,식음료장,없음",가족이 운영해서 더욱 깨끗하게 관리되는 재방문 손님이 많은 남원 펜션
CNTS_300000000013705,2025 제주돌가마페스티발,제주특별자치도 제주시 일도이동 852,33.50447690000001,126.53519,"제주, 돌가마, 도예, 도자, 페스티발","제주, 돌가마, 도예, 도자, 페스티발",제주돌가마에서 소성한 도예작품 전시
CNTS_000000000019341,사랑이꽃피는민박,제주특별자치도 제주시 구좌읍 김녕리 1217-1,33.5582139,126.7373381,"휴식,숙소,민박,농어촌민박,게스트하우스,펜션,체험,주방기구,지질트레일","휴식,숙소,민박,농어촌민박,게스트하우스,펜션,체험,주방기구,지질트레일,공용주차장,현금결제,화장실,흡연구역,지오브랜드",김녕마을 안쪽에 위치한 세계지질공원 지질 테마 숙소 '지오하우스'
CNTS_300000000013392,제주에 왔으면 한번 해봐야지!<제주 해녀 체험2>,,,,#제주여행 #제주해녀 #제주해녀체험 #구엄어촌체험휴양마을 #도시해녀 #제주체험 #무지개요트 #해녀체험 ,#제주여행 #제주해녀 #제주해녀체험 #구엄어촌체험휴양마을 #도시해녀 #제주체험 #무지개요트 #해녀체험 ,"제주의 해녀는 어릴적 부터 물질을 배운다. 어머니가, 마을의 해녀들에게서 기술을 습득한다고 한다. 요즘 제주에는 다양한 곳에서 해녀체험을 할수 있는 곳이 생겨났다. 제대로된 물질을 하긴 어렵지만 숨을 쉬고, 잠수를 하는 것을 배우며 해녀 물질을 체험해 볼 수 있다. 제주의 푸른 바다를 온전히 느끼는 새로운 방법, 제주에 왔으니 해녀가 되어보는 것도 색다른 추억이 될것이다."
CNTS_300000000013987,김녕리어촌체험휴양마을,제주특별자치도 제주시 구좌읍 김녕리 4074-2 1층,33.5581302,126.7402139,"김녕, 어촌체험, 어촌마을, 해녀체험, 바다","김녕, 어촌체험, 어촌마을, 해녀체험, 바다,화장실,장애인 화장실,장애인 전용 주차장",어촌마을 주민들의 삶과 정서를 품은 마을 
CNTS_200000000015070,달무지개,제주특별자치도 서귀포시 남원읍 신흥리 271-4,33.3071459,126.7686156,"서귀포, 남원, 기념품샵, 공방, 원데이클래스, 아크릴화, 오일파스텔화","서귀포, 남원, 기념품샵, 공방, 원데이클래스, 아크릴화, 오일파스텔화",조용한 마을 남원 신흥리에 있는 공방 겸 기념품 가게
CNTS_300000000013060,<아이좋아! 제주라서> 가족여행으로 제주가 좋은 3가지 이유,,,,"아이, 가족여행, 여름, 휴가, 체험, 부모, 방학, 키즈, 호텔, 비자숲힐링센터, 붉은오름","아이, 가족여행, 여름, 휴가, 체험, 부모, 방학, 키즈, 호텔, 비자숲힐링센터, 붉은오름",MBTI로 사람의 취향/성향을 파악하는 세상이다. 그렇지만 MBTI로도 해석이 불가능한 경우도 있다. 바로 자녀들이다. 시시각각 변하는 자녀들의 기분과 태도에 가족여행을 계획하기 어려운 부모들이 있을 것이다. 아이가 기분 좋아야 여행도 즐겁게 기억이 남을 테니말이다. 하지만 더불어 함께하는 부모도 즐거워야 그 여행은 행복한 추억으로 남을 것이다. 아이와 부모가 모두 만족할 수 있는 즐길거리가 많은 여행지가 바로 제주도다. 즐거운 가족여행을 계획하고 있다면 제주 가족여행 핫플레이스를 놓치지 말자.
CNTS_300000000013805,2025 오라메밀꽃 폭싹 피었수다,제주특별자치도 제주시 오라이동 76-1 오라이동 산 76,33.467308,126.5115643,"제주시,오라동,메밀꽃밭,폭삭 속았수다,등산,체험,공연전시","제주시,오라동,메밀꽃밭,폭삭 속았수다,등산,체험,공연전시,공용주차장,카드결제,화장실,흡연구역,편의점,음료대,단독접근가능,쉬움","「오라 메밀꽃, 폭싹 피었수다」는 제주시 오라동 드넓은 메밀꽃밭을 무대로 열리는 가을 대표 지역축제입니다. 드라마 「폭싹 속았수다」 촬영지라는 특별한 이야기를 바탕으로, 메밀꽃밭 "
CNTS_300000000013976,시간여행자의 집,제주특별자치도 서귀포시 안덕면 서광리 456 2층,33.291382,126.3278771,"소품샵, 선물, 기념품, 빈티지, 가구, 도자기","소품샵, 선물, 기념품, 빈티지, 가구, 도자기,공용주차장,현금결제,카드결제,무료 WIFI,카드결제,현금결제,기념품/소품",시간을 거슬러 만난 특별한 소품샵 
CNTS_300000000016072,다이브맵,제주특별자치도 서귀포시 서호동 1605,33.25200480000001,126.5183408,"스쿠버다이빙, 체험, 레저, 해양스포츠, 러닝홀리데이인제주","스쿠버다이빙, 체험, 레저, 해양스포츠, 러닝홀리데이인제주,3시간 이상",매일매일이 새로운 제주바다를 즐기는 스쿠버다이빙
CNTS_000000000022009,건강장수마을 산양리 농어촌체험마을,제주시 한경면 청수리 3256-3,33.29395,126.23304,"체험관광,아이,흐림,사계절,체험,마을산책,마을관광,어린이,어트랙션","체험관광,아이,흐림,사계절,체험,마을산책,마을관광,어린이,어트랙션","건강한 밥상, 건강한 삶이 있는 건강장수마을"
